Company Name,Sector,Stage,Amount,Location,Founded,Investor,Funding Year,Startup_Age,label,above_threshold
Bombay Shaving Company,lifestyle,Seed,2000000.0,New Delhi,2015.0,"Rajesh Sud, KULDEEP JAIN",2021,6.0,non-technology,False
DotPe,fintech,Series A,27000000.0,Gurugram,2019.0,"PayU, Google",2021,2.0,technology,True
Homingos,augmented reality,Seed,1000000.0,Bangalore,2018.0,"Sundi Natarajan, Srinivas Anumolu",2021,3.0,technology,False
Anar Business Community,tech startup,Seed,1000000.0,Mumbai,2020.0,"Titan Capital, First Cheque",2021,1.0,technology,False
Five Star Finance,fintech,Seed,1500000.0,Chennai,1984.0,"TPG Capital Asia, Epiq Capital",2021,37.0,technology,False
Settlrs,rental space,Pre-series A,1000000.0,Bangalore,2018.0,MaGEHold Pte. Ltd.,2021,3.0,non-technology,False
Annapurna Finance,fintech,Seed,30000000.0,Bhubaneswar,2009.0,"Asian Development Bank, Oman India Joint Investment Fund",2021,12.0,technology,True
HealthPlix,healthcare,Series B,13500000.0,Bangalore,2014.0,"JSW Ventures, Kalaari Capital",2021,7.0,technology,True
Masai School,edtech,Series A,5000000.0,Bangalore,2019.0,"Unitus Ventures, Omidyar Network India",2021,2.0,technology,False
Bewakoof,d2c fashion,Seed,4000000.0,Mumbai,2011.0,"IvyCap Ventures, Pratithi Investment Trust",2021,10.0,non-technology,False
IndiaLends,fintech,Seed,5100000.0,New Delhi,2014.0,"ACPI Investments, AdvantEdge Founders",2021,7.0,technology,False
Stelis Biopharma,biotechnology,Series B,1500000.0,Bangalore,2007.0,"RouteOne, Mankekar Family Office",2021,14.0,technology,False
Tilt,bike rental,Seed,125000.0,Bangalore,2016.0,Y Combinator,2021,5.0,non-technology,False
NeoDove,ai startup,Seed,15000000.0,Jaipur,2020.0,India Quotient,2021,1.0,technology,True
Zaara Biotech,biotechnology,Seed,10000000.0,Kottayam,2016.0,TCN International Commerce,2021,5.0,technology,True
KreditBee,fintech,Seed,75000000.0,Bangalore,2018.0,"Alpine Capital, PremjiInvest",2021,3.0,technology,True
True Balance,fintech,Debt,10000000.0,Gurugram,2014.0,"Bon Angels Venture Partners, Daesung Private Equity",2021,7.0,technology,True
Muvin,fintech,Seed,1000000.0,Bangalore,2020.0,Inflection Point Ventures,2021,1.0,technology,False
Purplle,beauty products,Seed,45000000.0,Mumbai,2011.0,"Spring Marketing Capital, Verlinvest",2021,10.0,non-technology,True
FloBiz,tech startup,Series A,10000000.0,Bangalore,2019.0,Elevation Capital,2021,2.0,technology,True
Jeevam Health,health care,Pre-seed,1500000.0,New Delhi,2020.0,Y Combinator,2021,1.0,technology,False
NewLink Group,tech startup,Seed,1500000.0,,2016.0,Bain Capital,2021,5.0,technology,False
OZiva,heathcare,Series B,12000000.0,Mumbai,2016.0,"F-Prime Capital, Eight Roads Ventures India",2021,5.0,technology,True
Blive,tourism,Pre-series A,1000000.0,Panaji,2004.0,"Mumbai Angels, DNA Entertainment Networks",2021,17.0,non-technology,False
Nazara Technologies,gaming,Seed,30000000.0,Mumbai,2000.0,"Hornbill Capital Advisers, Plutus Wealth Management",2021,21.0,technology,True
Euler Motors,automotive,Series A,2600000.0,New Delhi,2018.0,"ADB Ventures, Jetty Ventures",2021,3.0,non-technology,False
Pixxel,spacetech,Seed,7300000.0,Bangalore,2019.0,"Techstars, Ryan Johnson",2021,2.0,technology,False
Prescinto,solar,Seed,3500000.0,Gujarat,2016.0,"Venture Catalysts, 9Unicorns Accelerator Fund",2021,5.0,technology,False
MyGlamm,beauty products,Series C,20000000.0,Mumbai,2015.0,Bessemer Venture Partners,2021,6.0,non-technology,True
Chirrup,gaming,Pre-seed,300000.0,Bangalore,2020.0,"Titan Capital, iSeed, First Cheque, 3.0 Fund.",2021,1.0,technology,False
Policybazaar,insurance,Seed,75000000.0,Gurugram,2008.0,"Falcon Edge Capital, White Oak Global Advisors",2021,13.0,non-technology,True
Livve Homes,rental space,Seed,5000000.0,Bangalore,2017.0,Angel investors,2021,4.0,non-technology,False
Juicy Chemistry,healthcare,Series A,6300000.0,Coimbatore,2014.0,Akya Ventures,2021,7.0,technology,False
Svasti Microfinance,fintech,Seed,4000000.0,Mumbai,2008.0,"Kayenne Ventures, Nordic Microfinance Initiative",2021,13.0,technology,False
Nexprt,consulting,Seed,2000000.0,New Delhi,2020.0,Titan Capital,2021,1.0,non-technology,False
Wysa,ai startup,Seed,1000000.0,Bangalore,2015.0,"Kae Capital, Pi Ventures",2021,6.0,technology,False
Ankur capital,fintech,Seed,40000000.0,Mumbai,2011.0,Inflection Point Ventures,2021,10.0,technology,True
Indifi,fintech,Debt,5000000.0,Gurugram,2015.0,"Elevar Equity, Accel India",2021,6.0,technology,False
Firmway,fintech,Pre-seed,1000000.0,Mumbai,2016.0,Inflection Point Ventures,2021,5.0,technology,False
Say Cheese,femtech,Seed,1000000.0,Mumbai,2020.0,Inflection Point Ventures,2021,1.0,technology,False
Indic Inspirations,cultural,Seed,300000.0,Pune,2019.0,Marquee investors,2021,2.0,non-technology,False
Bimaplan,fintech,Seed,500000.0,Mumbai,2020.0,"Titan Capital, Y Combinator",2021,1.0,technology,False
YAP,fintech,Series B,10000000.0,Chennai,2014.0,"Jitendra Gupta, Better Capital",2021,7.0,technology,True
Leap Finance,fintech,Series B,17000000.0,Bangalore,2019.0,Jungle Ventures,2021,2.0,technology,True
BlackSoil NBFC,fintech,Seed,3000000.0,Mumbai,2010.0,Inflection Point Ventures,2021,11.0,technology,False
OYO,hospitality,Seed,1500000.0,Gurugram,2012.0,Hindustan Media Venture,2021,9.0,technology,False
Max Healthcare,healthcare,Seed,1500000.0,New Delhi,2000.0,"Radiant Life Care Private Ltd, Life Healthcare",2021,21.0,technology,False
4baseCare,healthtech,Pre-series A,2000000.0,Bangalore,2018.0,"Mount Judi Ventures, growX Ventures, Season Two Ventures",2021,3.0,technology,False
Ezstays,edtech,Seed,400000.0,New Delhi,2019.0,Richard Rekhy,2021,2.0,technology,False
Stylework,co-working,Pre-series A,500000.0,Gurugram,2017.0,Inflection Point Ventures,2021,4.0,non-technology,False
Kinara Capital,fintech,Seed,6000000.0,Bangalore,2011.0,"GAWA Capital, Gaja Capital",2021,10.0,technology,False
Riskcovry,insuretech,Series A,5000000.0,Bangalore,2018.0,"Better Capital, Bharat Inclusion Seed Fund",2021,3.0,technology,False
NODWIN,gaming,Seed,20000000.0,Gurugram,2012.0,Krafton,2021,9.0,technology,True
Quizizz,edtech,Series A,12500000.0,Bangalore,2015.0,"Eight Roads Ventures India, Nexus Venture Partners",2021,6.0,technology,True
Ecom Express,e-commerce,Seed,20000000.0,New Delhi,2012.0,"CDC Group, Partners Group",2021,9.0,technology,True
Turtlemint,insuretech,Series D,45000000.0,Mumbai,2015.0,Jungle Ventures,2021,6.0,technology,True
Captain Fresh,supply chain platform,Seed,3000000.0,Bangalore,2019.0,"Matrix Partners India, Ankur Capital",2021,2.0,technology,False
Northern Arc,fintech,Debt,10000000.0,Chennai,2008.0,"U.S. International Development Finance Corp, Asian Development Bank",2021,13.0,technology,True
Qoohoo,social platform,Seed,800000.0,Bangalore,2020.0,Angel investors,2021,1.0,technology,False
IGL,gaming,Seed,500000.0,Mumbai,2016.0,"Hungama, Hindustan Talkies",2021,5.0,technology,False
AMPM,e-commerce,Seed,200000.0,Gurugram,2018.0,Agility Venture Partners,2021,3.0,technology,False
The ePlane,drone,Seed,1000000.0,Chennai,2016.0,"Speciale Invest, Farid Ahsan",2021,5.0,non-technology,False
Cashify,e-commerce,Seed,15000000.0,Gurugram,2009.0,"Bessemer Venture Partners, CDH Investments",2021,12.0,technology,True
Bijnis,b2b service,Seed,1000000.0,New Delhi,2014.0,"Sequoia Capital India, Matrix Partners India",2021,7.0,non-technology,False
Questt,edtech,Seed,1000000.0,Gurugram,2020.0,"Chiratae Ventures, AET Fund",2021,1.0,technology,False
DealShare,e-commerce,Debt,3000000.0,Jaipur,2018.0,"Omidyar Network, Falcon Edge Capital",2021,3.0,technology,False
Euler Motors,automotive,Series A,4000000.0,New Delhi,2018.0,"Jetty Ventures, Srinivas Anumolu",2021,3.0,non-technology,False
Blume Ventures,fintech,Seed,40000000.0,Mumbai,2011.0,Avendus,2021,10.0,technology,True
KoineArth,blockchain startup,Pre-series A,1800000.0,Bangalore,2018.0,YourNest,2021,3.0,technology,False
ImaginXP,edtech,Seed,1500000.0,Pune,2013.0,Venture Catalysts,2021,8.0,technology,False
Virohan,edtech,Seed,1000000.0,Gurugram,2018.0,"National Skill Development Corporation, Rianta Capital",2021,3.0,technology,False
Apna.co,recruitment,Seed,12500000.0,Bangalore,2019.0,"Sequoia Capital India, Rocketship.vc",2021,2.0,technology,True
ideaForge,drone,Seed,2000000.0,Mumbai,2007.0,"Infosys, Qualcomm Ventures",2021,14.0,non-technology,False
Clairco,cleantech,Seed,500000.0,Bangalore,2018.0,"Real Estate Accelerator Program (REAP), AngelList",2021,3.0,technology,False
Northern Arc,fintech,Debt,50000000.0,Chennai,2008.0,"Asian Development Bank, U.S. International Development Finance Corp",2021,13.0,technology,True
Lenskart,fashion,Seed,95000000.0,Faridabad,2010.0,"Kohlberg Kravis Roberts, Temasek Holdings",2021,11.0,non-technology,True
ParkSmart,automotive,Seed,1000000.0,New Delhi,2018.0,"Shireen Rangaswamy, Dilesh Gathani",2021,3.0,non-technology,False
Virohan,edtech,Series A,3000000.0,Gurugram,2018.0,"Rebright Partners, Wadhwani Foundation",2021,3.0,technology,False
BankSathi,fintech,Seed,200000.0,New Delhi,2019.0,"Dinesh Godara, Aditya Talwar",2021,2.0,technology,False
Spark Studio,edtech,Seed,1000000.0,Bangalore,2020.0,Better Capital,2021,1.0,technology,False
BlissClub,fashion,Seed,2000000.0,Bangalore,2020.0,Elevation Capital,2021,1.0,non-technology,False
BricSpaces,real estate,Pre-seed,350000.0,Bangalore,2018.0,Angel investors,2021,3.0,non-technology,False
ANSR,consulting,Series B,15000000.0,Bangalore,2008.0,"Sistema Asia Capital, Evolvence India Fund",2021,13.0,non-technology,True
Keito,ai company,Seed,1000000.0,Pune,2016.0,"Rajesh Agarwal, Nandkishore Mundada",2021,5.0,technology,False
Reccy Adventures,sports startup,Seed,400000.0,Gurugram,2019.0,"Kallol Banerjee, Jaydeep Barman",2021,2.0,technology,False
Magenta EV,renewable energy,Series A,15000000.0,Mumbai,2017.0,"JITO Angel Network, LetsVenture",2021,4.0,technology,True
Karbon Card,fintech,Pre-series A,1000000.0,Bangalore,2019.0,"MyAsia VC, Orios Venture Partners",2021,2.0,technology,False
Wysa,ai company,Series A,5000000.0,Bangalore,2015.0,"W Health Ventures, Pi Ventures",2021,6.0,technology,False
Agnikul,spacetech,Series A,11000000.0,Chennai,2017.0,"Artha India Ventures, Sriram Krishnan",2021,4.0,technology,True
LegalPay,fintech,Seed,1000000.0,New Delhi,2019.0,9Unicorns,2021,2.0,technology,False
Glamplus,saas startup,Pre-series A,200000.0,Bangalore,2020.0,Inflection Point Ventures,2021,1.0,technology,False
Tekie,edtech,Seed,1500000.0,Gurugram,2017.0,"GSV, Multiply Ventures",2021,4.0,technology,False
Asirvad Microfinance,fintech,Seed,15000000.0,Chennai,2007.0,"WorldBusiness Capital, Northern Arc",2021,14.0,technology,True
Avalon Labs,fintech,Pre-series A,1000000.0,Bangalore,2017.0,"Tanglin Ventures, Better Capital, Whiteboard Capital",2021,4.0,technology,False
Betterhalf.ai,matrimony,Pre-series A,3000000.0,Bangalore,2016.0,"Y Combinator, Rehan A Khan",2021,5.0,non-technology,False
Koo,social media,Series B,30000000.0,Bangalore,2020.0,"Balaji Srinivasan, Naval Ravikant",2021,1.0,technology,True
Rezo.ai,ai startup,Seed,1000000.0,Noida,2017.0,"Devesh Sachdev, Bhavesh Manglani",2021,4.0,technology,False
Mentoria,edtech,Pre-series A,200000.0,Mumbai,2015.0,"Pradeep K Jaisingh, Jayant Mehrotra",2021,6.0,technology,False
Cuvette Tech,human resources,Seed,1800000.0,Bangalore,2020.0,"Varun Alagh, Harish Daiya",2021,1.0,non-technology,False
Clensta,biotechnology,Seed,600000.0,New Delhi,2016.0,"IAN Fund, World Startup Factory",2021,5.0,technology,False
FarMart,agritech,Pre-series A,24000000.0,Gurugram,2015.0,"Omidyar Network India, Avaana Capital",2021,6.0,technology,True
Kodo Card,fintech,Seed,8000000.0,Mumbai,2019.0,"Brex, Y-Combinator",2021,2.0,technology,False
Polygon,crypto,Seed,1000000.0,Mumbai,2017.0,"Mark Cuban, MiH Ventures",2021,4.0,technology,False
Get My Parking,mobility,Seed,6000000.0,New Delhi,2015.0,"IvyCap Ventures, IAN Fund",2021,6.0,technology,False
Cellestial,electronics,Pre-series A,500000.0,Hyderabad,2019.0,"Gurj Aujla, Ashik K",2021,2.0,technology,False
FanCode,sports startup,Seed,50000000.0,Mumbai,2019.0,Dream Sports,2021,2.0,technology,True
Jai Kisan,fintech,Series A,30000000.0,Mumbai,2017.0,"The Chatterjee Group, Prophetic Ventures",2021,4.0,technology,True
Plum,healthcare,Series A,15000000.0,Bangalore,2019.0,"Harsh Jain, Lalit Keshre",2021,2.0,technology,True
ThatMate,healthcare,Seed,140000.0,Satara,2019.0,"Supriya Kumari, Premanshu Singh",2021,2.0,technology,False
Klassroom,edtech,Pre-series A,200000.0,Mumbai,2016.0,ah! Ventures,2021,5.0,technology,False
Convin,saas startup,Pre-seed,300000.0,Bangalore,2019.0,"9Unicorns Accelerator Fund, Sunder Nookala",2021,2.0,technology,False
Mensa Brands,clothing,Series A,50000000.0,Bangalore,2021.0,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",2021,0.0,non-technology,True
Disruptium,consulting,Seed,200000.0,Ahmadabad,2021.0,Pravesh Mehta,2021,0.0,non-technology,False
MedTel Healthcare,healthcare,Pre-series A,5000000.0,Orissia,2017.0,Inflection Point Ventures,2021,4.0,technology,False
Pickright Technologies,fintech,Seed,200000.0,Bangalore,2019.0,"Gaurav Gupta, Vivek Srivatsav",2021,2.0,technology,False
Ingenium,edtech,Seed,1000000.0,New Delhi,2018.0,Lead Angels,2021,3.0,technology,False
BharatPe,fintech,Debt,6000000.0,New Delhi,2018.0,"Amplo, Insight Partners",2021,3.0,technology,False
RuleZero,tech startup,Seed,1000000.0,Bangalore,2019.0,"Induslaw, Reddy Futures",2021,2.0,technology,False
Rubix Data Sciences,it startup,Seed,800000.0,Mumbai,2018.0,Inflection Point Ventures,2021,3.0,technology,False
Locobuzz,analytics,Series A,4000000.0,Mumbai,2011.0,Yuj Ventures,2021,10.0,technology,False
We Founder Circle,fintech,Pre-seed,2000000.0,Mumbai,2020.0,Geekster,2021,1.0,technology,False
Haqdarshak,finance,Pre-series A,800000.0,Jaipur,2015.0,"Manish Subramaniam, Upaya Social Ventures",2021,6.0,technology,False
Celcius,logistics,Seed,1000000.0,Mumbai,2020.0,Eaglewings Ventures,2021,1.0,non-technology,False
Enthu.ai,ai startup,Seed,200000.0,Chandigarh,2020.0,Appit Simple Infotek,2021,1.0,technology,False
Myelin Foundry,ai startup,Pre-series A,1000000.0,Bangalore,2019.0,Beyond Next Ventures,2021,2.0,technology,False
SuperOps.ai,ai startup,Seed,3000000.0,Chennai,2020.0,"Ramakant Sharma, Elevation Capital",2021,1.0,technology,False
6Degree,retail,Seed,1000000.0,Mumbai,2014.0,"Keiretsu Forum, SucSEED Venture Partners",2021,7.0,technology,False
Teachmint,edtech,Series A,16500000.0,Bangalore,2020.0,"Lightspeed India Partners, CM Ventures",2021,1.0,technology,True
Sarathi,healthcare,Seed,100000.0,Jodhpur,2020.0,Inflection Point Ventures,2021,1.0,technology,False
Jidoka Technologies,software,Seed,340000.0,Chennai,2018.0,Inflection Point Ventures,2021,3.0,technology,False
Rapido,transportation,Series C,43000000.0,Bangalore,2015.0,"Skycatcher, Nexus Venture Partners",2021,6.0,non-technology,True
BYJU'S,edtech,Seed,1500000.0,Bangalore,2011.0,"Tiga Investments, Baron Capital",2021,10.0,technology,False
ElasticRun,e-commerce,Series D,75000000.0,Pune,2015.0,"Avataar Venture Partners, Kalaari Capital",2021,6.0,technology,True
Avail Finance,fintech,Debt,3000000.0,Bangalore,2017.0,"Alteria Capital, Matrix Partners India",2021,4.0,technology,False
Nivesh,fintech,Pre-series A,1600000.0,Noida,2016.0,"Raghav Kapur, Indian Angel Network",2021,5.0,technology,False
Thingsup,iot platform,Seed,1000000.0,Pune,2020.0,GSF Accelerator,2021,1.0,technology,False
Arthya Wealth and Investments,fintech,Pre-series A,1000000.0,Mumbai,2020.0,"Rishi Kumar Bagla, Krishen Lal Khanna",2021,1.0,technology,False
Zepto,e-commerce,Seed,60000000.0,Mumbai,2021.0,"Glade Brook Capital, Nexus, Y Combinator",2021,0.0,technology,True
Fi,financial services,Series B,50000000.0,Bangalore,2019.0,"Capital Group, Falcon Edge",2021,2.0,non-technology,True
Kiko Live,commerce,Pre-series A,1000000.0,Gurugram,2020.0,"Dinesh Agarwal, Amarjit Batra",2021,1.0,non-technology,False
TurboHire,computer software,Seed,1000000.0,Hyderabad,2019.0,"Arcilla, Samir Khosla",2021,2.0,technology,False
The Hosteller,hospitality,Pre-series A,1000000.0,Mumbai,2015.0,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",2021,6.0,technology,False
SatSure,defense & space,Seed,1000000.0,Bangalore,2017.0,Baring PE India,2021,4.0,non-technology,False
Ruptok Fintech,financial services,Pre-series A,2000000.0,New Delhi,2020.0,Manuvel Malabar Jewellers,2021,1.0,non-technology,False
VilCart,retail,Seed,2000000.0,Bangalore,2017.0,Nabventures,2021,4.0,technology,False
Dogsee Chew,food & beverages,Pre-series A,7000000.0,Bangalore,2015.0,Sixth Sense Ventures,2021,6.0,technology,False
Advantage Club,hr tech,Pre-series A,3300000.0,Gurugram,2014.0,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",2021,7.0,technology,False
TRDR,financial services,Seed,150000.0,Bangalore,2020.0,"Kunal Shah, Snehal Fulzele",2021,1.0,non-technology,False
Zoomcar,mobility,Seed,92000000.0,Bangalore,2012.0,SternAegis Ventures,2021,9.0,technology,True
Leap India,logistics & supply chain,Seed,10000000.0,Mumbai,2013.0,CDC Group,2021,8.0,technology,True
SuperBottoms,consumer goods,Seed,400000.0,Mumbai,2015.0,Alteria Capital,2021,6.0,non-technology,False
Cora Health,health,Seed,600000.0,Bangalore,2020.0,Indian Angel Network,2021,1.0,non-technology,False
Battery Smart,renewables & environment,Pre-series A,7000000.0,New Delhi,2019.0,"Blume Ventures, Orios Ventures",2021,2.0,non-technology,False
The Good Glamm Group,information technology & services,Series D,1500000.0,Pune,2021.0,"Warburg Pincus﻿, Prosus Ventures",2021,0.0,technology,False
Mosaic Wellness,health,Series A,24000000.0,Mumbai,2019.0,Sequoia,2021,2.0,non-technology,True
CloudFiles,saas startup,Pre-seed,300000.0,Bangalore,2020.0,Titan Capital,2021,1.0,technology,False
The Viral Fever,entertainment,Seed,2000000.0,Mumbai,2012.0,BlackSoil,2021,9.0,technology,False
Xpand,retail,Pre-series A,1500000.0,New Delhi,2021.0,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",2021,0.0,technology,False
Troo Good,e-commerce,Series A,7000000.0,Hyderabad,2018.0,OAKS Asset Management,2021,3.0,technology,False
Prodo,business supplies & equipment,Pre-seed,300000.0,New Delhi,2021.0,"Titan Capital, LetsVenture",2021,0.0,non-technology,False
Unnati,fintech,Series A,7000000.0,Noida,2019.0,"Incofin, NabVentures, Orios",2021,2.0,technology,False
Lysto,nft,Seed,3000000.0,Bangalore,2021.0,BEENEXT,2021,0.0,technology,False
Wakefit,furniture,Series C,20000000.0,Bangalore,2014.0,SIG,2021,7.0,technology,True
Buyofuel,oil & energy,Seed,100000.0,Coimbatore,2020.0,Inflection Point Ventures,2021,1.0,technology,False
ElectricPe,ev,Seed,3000000.0,Bangalore,2021.0,"Blume Ventures, Micelio Fund",2021,0.0,technology,False
Vayana Network,financial services,Series C,30000000.0,Pune,2017.0,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",2021,4.0,non-technology,True
Valuationary,e-learning,Pre-seed,100000.0,Surat,2020.0,"Ashish Jain, Ajay Surana",2021,1.0,technology,False
Knocksense,online media,Seed,150000.0,Lucknow,2016.0,"We Founder Circle, Appyhigh, Mumbai Angels",2021,5.0,technology,False
Petpooja,information technology & services,Seed,4500000.0,Ahmedabad,2011.0,"Aroa Ventures, GVFL, Udaan",2021,10.0,technology,False
Wingreens Farms,food & beverages,Seed,17000000.0,Gurugram,2011.0,"Investcorp, Omidyar Network",2021,10.0,technology,True
Doola,company-as-a-service,Seed,3000000.0,New York,2020.0,Nexus Venture Partners,2021,1.0,non-technology,False
EyeMyEye,eyewear,Pre-series A,2000000.0,Gurugram,2021.0,2000000,2021,0.0,technology,False
Bombay Hemp Company,textiles,Seed,2000000.0,Mumbai,2013.0,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2021,8.0,non-technology,False
DGV,information technology & services,Pre-series A,3000000.0,Bangalore,2019.0,"Info Edge Ventures, Omnivore",2021,2.0,technology,False
GuardianLink,information technology & services,Series A,12000000.0,Chennai,2017.0,Kalaari Capital,2021,4.0,technology,True
Clinikk,hospital & health care,Pre-series A,4000000.0,Bangalore,2016.0,MassMutual Ventures,2021,5.0,technology,False
Toplyne,computer software,Seed,2500000.0,Bangalore,2021.0,"Sequoia Capital , Together Fund",2021,0.0,technology,False
Mensa,d2c,Series B,1500000.0,Bangalore,2021.0,"Alpha Wave Ventures, Falcon Edge Capital",2021,0.0,non-technology,False
GENLEAP,professional training & coaching,Seed,8000000.0,Haryana,2021.0,"Vivek Vaidya, Kevin Donlon, Ayush Singh",2021,0.0,technology,False
Planys,maritime,Pre-series A,1600000.0,Chennai,2015.0,"Kieretsu Forum, Lets Venture, Shell",2021,6.0,technology,False
Wonderchef,consumer goods,Seed,20000000.0,Mumbai,2009.0,"Sixth Sense Ventures, Godrej Family office, Malpani Group",2021,12.0,non-technology,True
GoKwik,information technology & services,Series A,15000000.0,New Delhi,2020.0,Sequoia Capital India,2021,1.0,technology,True
Velocity,financial services,Series A,20000000.0,Bangalore,2020.0,Valar Ventures,2021,1.0,non-technology,True
SalaryBox,financial services,Seed,4000000.0,Gurugram,2020.0,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram",2021,1.0,non-technology,False
Boingg,furniture,Seed,200000.0,Gurugram,2019.0,Inflection Point Ventures,2021,2.0,technology,False
Better Capital,venture capital & private equity,Seed,15000000.0,Santra,2006.0,Inflection Point Ventures,2021,15.0,technology,True
Tickertape,financial services,Seed,5000000.0,Bangalore,2019.0,Smallcase,2021,2.0,non-technology,False
Zenpay Solutions,financial services,Seed,1000000.0,New Delhi,2019.0,"The StarupLab, AngelBay",2021,2.0,non-technology,False
Disprz,e-learning,Series B,13000000.0,Mumbai,2015.0,"Dallas Venture Capital, Mars Growth Capital",2021,6.0,technology,True
Arbo Works,computer software,Seed,1000000.0,Mountain View,2021.0,Sequoia Capital,2021,0.0,technology,False
Inzpira,e-learning,Seed,300000.0,Trivandrum,2021.0,"Raj Nair, Gopinath Latpate",2021,0.0,technology,False
Defy,financial services,Seed,5500000.0,Bangalore,2021.0,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",2021,0.0,non-technology,False
Mindhouse,health,Seed,6000000.0,Gurugram,2019.0,"Binny Bansal, General Catalyst",2021,2.0,non-technology,False
Homversity,housing marketplace,Seed,155000.0,Ahmedabad,2017.0,Inflection Point Ventures,2021,4.0,technology,False
Toppersnotes,education management,Seed,1000000.0,Jaipur,2015.0,Inflection Point Ventures,2021,6.0,non-technology,False
NoBroker.com,real estate,Series E,2100000.0,Bangalore,2014.0,"General Atlantic, Tiger Global, Moore Strategic Ventures",2021,7.0,non-technology,False
Haber,industrial automation,Series B,20000000.0,Pune,2017.0,Ascent Capital,2021,4.0,technology,True
True Balance,financial services,Seed,30000000.0,Gurugram,2014.0,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",2021,7.0,non-technology,True
Recordent,financial services,Seed,400000.0,Hyderabad,2018.0,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",2021,3.0,non-technology,False
Koparo,consumer goods,Seed,700000.0,New Delhi,2020.0,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",2021,1.0,non-technology,False
Indifi,financial services,Seed,40000000.0,Gurugram,2015.0,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",2021,6.0,non-technology,True
Settl,real estate,Seed,500000.0,Bangalore,2020.0,"ah! Ventures, We Founder Circle",2021,1.0,non-technology,False
Park+,tech startup,Series B,25000000.0,New Delhi,2019.0,"Sequoia Capital, Matrix Partners",2021,2.0,technology,True
Simple Energy,automotive,Pre-series,21000000.0,Bangalore,2019.0,Inflection Point Ventures,2021,2.0,non-technology,True
Spinny,automotive,Series E,1500000.0,Gurugram,2015.0,"Abu Dhabi Growth Fund, Tiger Global",2021,6.0,non-technology,False
Rentomojo,furniture rental,Seed,10000000.0,Bangalore,2014.0,"Accel, Bain Capital",2021,7.0,technology,True
Slice,financial services,Series B,1500000.0,Bangalore,2015.0,"Tiger Global, Insight Partners",2021,6.0,non-technology,False
21K School,e-learning,Pre-series A,5000000.0,Bangalore,2020.0,Ronnie Screwvala,2021,1.0,technology,False
Adda247,e-learning,Series B,20000000.0,Gurugram,2016.0,WestBridge Capital,2021,5.0,technology,True
Loop Health,hospital & health care,Seed,12000000.0,Pune,2018.0,"Elevation, General Catalyst",2021,3.0,technology,True
Rupifi,financial services,Debt,1000000.0,Bangalore,2020.0,Alteria Capital,2021,1.0,non-technology,False
RENEE Cosmetics,cosmetics,Pre-series A,1500000.0,Ahmedabad,2019.0,"Equanimity Ventures, 9Unicorns",2021,2.0,non-technology,False
Svish,consumer goods,Seed,400000.0,Gurugram,2020.0,Nueva,2021,1.0,non-technology,False
Progcap,fintech,Series C,30000000.0,New Delhi,2016.0,Tiger Global,2021,5.0,technology,True
Smartstaff,recruitment,Seed,4300000.0,Bangalore,2020.0,"Blume Ventures, Nexus Venture Partners",2021,1.0,technology,False
D’Moksha Homes,textiles,Seed,570000.0,Mumbai,2020.0,"Apoorva Sharma, The Chennai Angels, Karthik Bhat",2021,1.0,non-technology,False
ANS Commerce,e-commerce,Pre-series A,2200000.0,Gurugram,2017.0,"Gokul Rajaram, Venture Catalysts",2021,4.0,technology,False
Mobileware Technologies,information technology & services,Seed,4700000.0,Mumbai,2008.0,Kvanto Payment Services,2021,13.0,technology,False
GramCover,insurance,Series A,7000000.0,Noida,2016.0,"Siana Capital, Inflexor Ventures, Stride Ventures",2021,5.0,non-technology,False
BYJU'S,edtech,Seed,1500000.0,Bangalore,2011.0,"Oxshott Capital Partners, XN Exponent, Edelweiss",2021,10.0,technology,False
Hyperface,information technology & services,Seed,1300000.0,Bangalore,2021.0,"Kunal Shah, Better Capital",2021,0.0,technology,False
Licious,food & beverages,Series G,52000000.0,Bangalore,2015.0,Inflection Point Ventures,2021,6.0,technology,True
Chalo,mobility,Series C,40000000.0,Mumbai,2014.0,"Lightrock India, Filter Capital",2021,7.0,technology,True
Kaar Technologies,information technology & services,Seed,4000000.0,Chennai,2005.0,BlackSoil,2021,16.0,technology,False
Kissan Pro,farming,Seed,1000000.0,Jharkhand,2021.0,EKKI,2021,0.0,technology,False
Sunstone Eduversity,edtech,Series B,28000000.0,Gurugram,2011.0,WestBridge Capital,2021,10.0,technology,True
Ozonetel,telecommunications,Series A,5000000.0,Hyderabad,2007.0,Stakeboat Capital,2021,14.0,technology,False
